Wavelength (μm),Warm White 2200K,Warm White 3000K,Neutral White 4000K ,Cool White 5500K,Cool White 6500K,UVA (365 nm),Violet (385 nm),Violet (395 nm),Violet (405 nm),Deep Blue (436 nm),Royal Blue (453 nm),Dental Blue (460 nm),Cyan (500 nm),PC Lime,Green (517 nm),Amber (593 nm),PC Amber,Red (633 nm),Deep Red (660 nm),Far Red (740 nm),Infra Red (850 nm),Deep Infra Red (940 nm)
0.763,0.000503313,0.000893671,0.000491543,0.000471588,0.000314235,9.06E-07,0.000153248,9.50E-05,0.00014676,8.23E-05,2.00E-06,5.90E-05,-4.61E-05,0.000225146,-5.21E-06,0.000110802,8.06E-05,9.45E-05,9.86E-05,0.002265088,0.00017897,-3.29042E-05
0.764,0.000424224,0.000875375,0.000450652,0.000463624,0.000302004,-4.13E-05,0.000147167,0.000119858,0.000156141,7.37E-05,2.92E-05,3.81E-05,8.20E-05,0.000218692,5.12E-05,0.00013462,3.71E-05,0.000129183,0.000179707,0.00207701,0.000174288,-4.12865E-05
0.765,0.00039341,0.000845399,0.000387467,0.000432037,0.000313179,3.42E-05,0.000149992,0.000151231,0.000203108,4.85E-05,6.57E-05,6.62E-05,0.000244189,0.000214188,-9.34E-06,5.26E-05,5.18E-05,0.00011141,0.000129583,0.001668855,0.000183075,-8.29098E-06
0.766,0.000421135,0.000830303,0.000359591,0.000387239,0.000240392,3.07E-05,2.67E-05,0.000134153,0.000233875,4.90E-05,7.46E-05,8.27E-05,0.000310708,0.000208992,7.21E-05,4.47E-06,7.71E-05,8.14E-05,0.000128423,0.001611691,0.000227349,-4.16744E-06
0.767,0.000385969,0.000804014,0.000443261,0.000420184,0.000296868,8.57E-05,0.000112729,0.000218465,0.000157289,3.46E-05,0.000110407,0.000112195,8.55E-05,0.000202758,-9.05E-06,4.20E-05,5.32E-05,9.38E-05,0.000146097,0.001529336,0.000203462,-2.08856E-05
0.768,0.000392254,0.000764215,0.000434093,0.000414957,0.000299236,4.40E-05,0.000278465,0.000153248,7.62E-05,0.000108638,4.39E-05,0.000122857,1.03E-05,0.000196702,-7.55E-05,5.34E-05,5.27E-05,9.12E-05,0.00012946,0.001305793,0.000242482,1.67805E-05
0.769,0.000426078,0.000747789,0.000373229,0.000382171,0.000213167,7.72E-06,0.000245359,0.000147167,0.000123936,9.04E-05,-2.29E-05,4.02E-05,5.61E-05,0.000190296,-2.27E-05,5.32E-05,6.64E-05,5.19E-05,4.87E-05,0.001122843,0.000272227,-4.234E-06
0.77,0.000399405,0.000728396,0.000387547,0.000338805,0.000256973,-8.14E-06,0.000289671,0.000149992,0.000120383,5.63E-05,-3.13E-05,9.09E-05,5.93E-05,0.000182932,5.82E-05,4.82E-05,3.64E-05,3.21E-05,4.21E-05,0.001029793,0.000305996,4.2447E-06
0.771,0.000410566,0.000700387,0.00038537,0.000326831,0.000223831,2.45E-05,0.000197437,2.67E-05,0.000167568,4.79E-05,1.06E-05,0.000107706,6.37E-05,0.000178323,4.94E-06,3.76E-05,4.71E-05,4.99E-05,4.39E-05,0.001010845,0.000301512,-4.25925E-06
0.772,0.000359246,0.000678647,0.000351576,0.000363695,0.0003011,1.50E-05,0.000195548,0.000112729,0.000230015,-1.68E-06,2.71E-05,9.83E-05,0.00022948,0.000174163,1.66E-05,5.89E-05,4.43E-05,0.000127806,0.000149629,0.00098658,0.000350259,-2.15727E-05
0.773,0.000388175,0.000673244,0.000344374,0.00034123,0.000300038,4.37E-05,0.00020501,0.000278465,0.000159542,4.68E-05,5.35E-05,6.86E-05,0.000170035,0.000168862,0.000101209,5.61E-05,4.97E-05,3.59E-05,0.000141951,0.00085676,0.000330072,-1.30316E-05
0.774,0.000307939,0.00064583,0.000300488,0.00040229,0.000212487,5.11E-05,7.76E-05,0.000245359,0.000176879,7.91E-05,8.60E-05,3.16E-05,-0.000150459,0.000164862,-2.47E-05,8.19E-05,2.51E-05,3.44E-05,0.000209208,0.000777814,0.000380736,-4.34255E-05
0.775,0.000315732,0.000632296,0.000341539,0.000331642,0.000194269,3.74E-05,9.21E-05,0.000289671,0.000140309,0.000132353,4.05E-05,4.41E-05,-0.000148673,0.00015918,-5.72E-05,6.39E-05,5.59E-05,0.000114363,9.21E-05,0.000699887,0.000386051,-3.93372E-05
0.776,0.000298643,0.000610412,0.000328914,0.000295512,0.000239201,0.000114888,0.000145095,0.000197437,0.000177801,3.95E-05,3.22E-05,0.000102712,6.78E-05,0.000155365,7.94E-06,6.37E-05,3.44E-05,0.000139665,0.000118046,0.00063165,0.000419447,2.65418E-05
0.777,0.000195471,0.000598897,0.00032222,0.000380184,0.000215487,6.97E-05,9.20E-05,0.000195548,6.89E-05,7.32E-06,8.23E-05,4.27E-05,-3.39E-05,0.000151631,6.31E-05,4.52E-05,4.20E-05,0.000107256,0.000134851,0.000638304,0.000450203,2.66618E-05
0.778,0.00031968,0.000563947,0.000283692,0.000348998,0.000161196,8.63E-06,0.000172642,0.00020501,9.50E-05,9.50E-05,7.36E-05,2.46E-05,-7.76E-05,0.000146046,-1.08E-05,3.74E-05,3.71E-05,4.38E-05,0.000104786,0.000506757,0.000483339,8.91292E-06
0.779,0.000307837,0.000550641,0.000265094,0.000313424,0.000153,4.54E-05,4.84E-05,7.76E-05,0.000119858,0.000163408,4.84E-05,8.24E-05,-0.000251516,0.000140832,1.79E-05,4.75E-05,4.32E-05,9.30E-05,0.000178801,0.00052484,0.000552415,-2.70029E-05
0.78,0.000360725,0.000534935,0.000371794,0.000314439,0.000140937,4.56E-05,-8.42E-07,9.21E-05,0.000151231,0.000137538,4.90E-05,7.98E-05,-0.000328221,0.000137423,7.22E-05,8.28E-05,2.97E-05,0.000144154,0.000239934,0.000568486,0.000585295,1.81149E-05
0.781,0.000293132,0.000518681,0.000395391,0.000292547,0.000200003,1.97E-06,0.000194113,0.000145095,0.000134153,5.30E-05,3.46E-05,0.000147289,-0.000309471,0.000134207,-4.59E-06,6.74E-05,2.53E-05,7.00E-05,0.000195883,0.000406874,0.00061492,3.64167E-05
0.782,0.000368947,0.000504494,0.000377264,0.000334596,0.000192591,-4.53E-05,0.000121473,9.20E-05,0.000218465,-1.30E-05,0.000108563,7.87E-05,-8.02E-05,0.000132594,-7.45E-05,6.04E-05,2.08E-05,0.000110935,0.000138081,0.00047154,0.000632351,1.37137E-05
0.783,0.000256796,0.000495598,0.000346672,0.000307568,0.000217592,-3.02E-05,0.000144324,0.000172642,0.000153248,6.17E-05,9.03E-05,6.14E-06,-8.41E-05,0.00012853,-8.76E-05,7.35E-05,3.11E-05,8.46E-05,0.000225632,0.000464413,0.000705916,-1.67874E-13
0.784,0.000259774,0.000477968,0.000334585,0.000341755,0.000188257,-1.85E-05,8.40E-05,4.84E-05,0.000147167,9.50E-05,5.62E-05,7.61E-05,-6.65E-05,0.000120606,-0.000106801,8.12E-05,2.55E-05,0.00010304,0.000226332,0.000439505,0.000747163,-1.39732E-05
0.785,0.00020604,0.000470072,0.000288296,0.000319933,0.00021412,-2.26E-05,4.90E-05,-8.42E-07,0.000149992,0.000139892,4.79E-05,0.000116267,-0.000190386,0.000117914,-4.35E-06,3.86E-05,5.06E-05,0.000107804,9.60E-05,0.000424511,0.000760889,4.66769E-06
0.786,0.000148489,0.000447611,0.000323896,0.000246939,0.000205849,4.77E-05,0.000214176,0.000194113,2.67E-05,0.000171242,-1.68E-06,0.000105614,-0.000282406,0.000115083,5.05E-05,1.41E-05,2.30E-05,9.98E-05,9.10E-05,0.00036619,0.000841017,-2.35462E-05
0.787,0.000240177,0.000444708,0.000330801,0.000286199,0.000192313,7.81E-05,9.17E-05,0.000121473,0.000112729,0.00013649,4.67E-05,0.00013567,4.02E-05,0.000108973,-5.73E-05,6.48E-05,2.53E-05,7.41E-05,0.000202251,0.000349224,0.000894315,4.7342E-06
0.788,0.000267133,0.000429886,0.000306637,0.000248417,0.000182717,3.50E-05,8.10E-05,0.000144324,0.000278465,5.08E-05,7.91E-05,0.000159055,-8.16E-05,0.00010734,-4.70E-05,8.57E-05,2.46E-05,7.70E-05,0.000194718,0.000314067,0.000947502,9.51633E-06
0.789,0.000298792,0.000416765,0.000299657,0.000199807,0.000138671,4.66E-06,0.000128526,8.40E-05,0.000245359,9.76E-05,0.000132262,9.71E-05,-0.000119041,0.000109987,-5.41E-05,7.26E-05,3.39E-05,8.77E-05,0.000146549,0.000254874,0.001031749,-4.76671E-06
0.79,0.000272789,0.000398683,0.00031124,0.000209239,0.000102829,1.65E-05,0.00017663,4.90E-05,0.000289671,0.000123946,3.94E-05,5.60E-05,-0.000218395,0.000108779,-1.66E-05,8.34E-05,5.57E-05,7.71E-05,0.000162329,0.000278914,0.001156035,3.35455E-05
0.791,0.000225082,0.000388388,0.000230423,0.000103414,0.000142094,-1.73E-05,0.000228595,0.000214176,0.000197437,0.000104571,7.32E-06,8.93E-05,0.000249346,0.000101047,-3.13E-06,1.52E-06,4.81E-05,8.41E-05,0.000161698,0.00028885,0.001160975,-3.85015E-05
0.792,0.000220071,0.00038422,0.000243917,0.000153437,0.000194347,-3.80E-05,9.19E-05,9.17E-05,0.000195548,0.000111255,9.50E-05,0.000101186,6.38E-05,9.56E-05,-3.67E-05,5.52E-05,5.80E-05,0.000103373,0.000139197,0.00024943,0.001224725,2.89744E-05
0.793,0.000139958,0.00036033,0.000328692,0.000257706,0.000209011,-5.71E-06,-5.49E-05,8.10E-05,0.00020501,0.00014472,0.000163294,5.36E-05,1.55E-05,9.23E-05,-2.20E-05,9.36E-05,5.06E-05,5.63E-05,0.0002748,0.00029226,0.001374165,2.43581E-05
0.794,0.000172043,0.000353727,0.000265296,0.000208698,0.000172166,2.70E-05,0.000135622,0.000128526,7.76E-05,0.000166642,0.000137443,9.87E-05,9.01E-05,9.26E-05,-4.58E-05,2.75E-05,1.59E-05,7.35E-05,0.000199095,0.000163518,0.001464877,3.90617E-05
0.795,0.000120141,0.000346965,0.000248562,0.000151609,0.000201858,-2.19E-07,4.36E-05,0.00017663,9.21E-05,0.000112073,5.30E-05,8.17E-05,9.20E-05,8.96E-05,-1.87E-06,1.13E-05,4.94E-08,0.000103159,0.000199745,0.00017189,0.001585189,2.44934E-05
0.796,0.000158876,0.000342301,0.000265412,0.000194755,0.000203581,-1.28E-05,8.90E-05,0.000228595,0.000145095,5.43E-05,-1.30E-05,5.52E-05,1.09E-05,8.80E-05,0.000140195,9.16E-06,-1.03E-05,1.34E-05,0.000207643,0.000184752,0.00166178,2.95877E-05
0.797,9.53E-05,0.00032894,0.000242156,0.000160962,0.000131272,-1.51E-05,0.000231086,9.19E-05,9.20E-05,8.83E-05,6.17E-05,0.00013458,-0.000326954,8.48E-05,0.000113874,7.17E-06,-1.04E-05,-2.78E-05,0.00011525,0.000118105,0.00183366,9.46687E-05
0.798,0.00012049,0.000316988,0.000292929,0.000173924,0.000193225,1.36E-06,0.000233767,-5.49E-05,0.000172642,8.58E-05,9.49E-05,0.000115797,-0.000142967,8.17E-05,-2.62E-05,3.37E-05,-5.78E-06,9.18E-05,0.000165559,0.000165542,0.001914714,2.50883E-05
0.799,0.000270827,0.000312903,0.000301996,0.000183239,7.23E-05,-7.11E-06,0.000190676,0.000135622,4.84E-05,0.000119397,0.000139795,9.64E-05,-0.000156122,8.15E-05,-6.26E-05,4.48E-05,-2.76E-05,0.000132781,0.000203529,0.000202587,0.002019176,2.01737E-05
0.8,0.000242137,0.000298492,0.000200707,0.00017863,7.94E-05,4.50E-05,0.000255753,4.36E-05,-8.42E-07,0.000163893,0.000171123,0.000102817,0.000112374,7.69E-05,-3.57E-05,1.49E-06,0,8.21E-05,9.69E-05,8.07E-05,0.002160462,1.5229E-05
0.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002375574,8.76748E-05
0.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002536303,8.29585E-05
0.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267937,0.000125147
0.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002810583,5.78305E-05
0.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003103687,9.04216E-05
0.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00334556,5.36163E-05
0.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003350457,5.93078E-05
0.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003864507,0.000125845
0.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003928601,0.000175747
0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004172538,0.000133154
0.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004589921,0.000111454
0.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004870828,0.000152276
0.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005201224,0.000130569
0.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005584793,0.000172248
0.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006154828,0.000190606
0.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006447025,0.000221818
0.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006791351,0.000264036
0.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006973311,0.000194683
0.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007883086,0.000250751
0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00828574,0.000358444
0.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008814727,0.000251474
0.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009696485,0.000284595
0.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010119515,0.000333709
0.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010494875,0.000316506
0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011634779,0.000420875
0.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012139626,0.000446485
0.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012923757,0.00040669
0.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013643886,0.000530645
0.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014780963,0.000629709
0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015613473,0.00051253
0.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016329893,0.000576825
0.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017193548,0.000674431
0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018725279,0.00064695
0.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019829911,0.000797837
0.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020647409,0.000773258
0.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021100237,0.000770202
0.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022258243,0.000843017
0.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024462077,0.000925789
0.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025083634,0.000849456
0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025909216,0.000881971
0.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027131915,0.00098647
0.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028992227,0.001140139
0.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029945795,0.001185862
0.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030814099,0.001257056
0.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032804331,0.001382274
0.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033483581,0.001448625
0.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034958963,0.00144155
0.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035951113,0.001494198
0.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038541035,0.001592279
0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039366781,0.001864044
0.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04112106,0.001853893
0.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043299544,0.00200373
0.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04495865,0.002080508
0.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046705878,0.002247442
0.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048824322,0.002385503
0.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050513847,0.002567706
0.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05253422,0.00260316
0.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05504145,0.00298442
0.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056604885,0.003024449
0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057091513,0.002976856
0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059221822,0.003273503
0.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059895121,0.003553817
0.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061032366,0.003853959
0.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060172844,0.004118629
0.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059905685,0.004135715
0.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059376726,0.004222777
0.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056448924,0.004759795
0.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056073716,0.005104503
0.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054154452,0.00524616
0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052507081,0.005324005
0.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047832061,0.00582145
0.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045762332,0.006225153
0.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043154879,0.006460058
0.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038782977,0.006709917
0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036109869,0.006994741
0.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033471444,0.007287717
0.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02869398,0.007716074
0.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026632096,0.008217258
0.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024010655,0.008455078
0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020287324,0.009234547
0.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01845533,0.009337095
0.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016834564,0.009679324
0.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013673174,0.010385681
0.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012244822,0.010702617
0.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011215509,0.01104386
0.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009348949,0.012066042
0.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008619743,0.012394092
0.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007608908,0.012709534
0.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006902224,0.013094986
0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005374996,0.013810281
0.891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004946288,0.014370846
0.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004492565,0.015099525
0.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003685127,0.015659495
0.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003511836,0.016060856
0.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002976676,0.016853757
0.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002504548,0.017768853
0.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002433604,0.018124442
0.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002169041,0.018214715
0.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001973146,0.019701281
0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001792748,0.020393113
0.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001596615,0.021158995
0.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001346347,0.021998021
0.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001432828,0.023063838
0.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001209758,0.023305434
0.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001223031,0.024033054
0.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001079394,0.025162058
0.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001093497,0.026082655
0.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000946427,0.027265829
0.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000826369,0.028225769
0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000851674,0.029371273
0.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000867952,0.029973952
0.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000694513,0.031444037
0.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000731788,0.032328212
0.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000707447,0.033198757
0.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000581409,0.034440926
0.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000672384,0.035604165
0.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000696478,0.03660224
0.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047309,0.038916362
0.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063102,0.039685881
0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000549247,0.04067517
0.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000623213,0.042520314
0.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000574636,0.043810046
0.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000516949,0.045447265
0.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000563867,0.047571558
0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000467514,0.048604866
0.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000473692,0.049458093
0.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000399114,0.05062285
0.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000426901,0.052931545
0.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000403422,0.054318404
0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000386859,0.056414205
0.931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000413589,0.057868645
0.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000279012,0.058419241
0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000288766,0.060709453
0.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000451986,0.061616356
0.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000410066,0.062726368
0.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000449416,0.064965099
0.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000416153,0.065096544
0.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000281748,0.066444057
0.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000400253,0.067451248
0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496478,0.067964509
0.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000368225,0.068680232
0.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000414663,0.068823151
0.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000330244,0.070840006
0.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000299498,0.069178212
