Wavelength (μm),Warm White 2200K,Warm White 3000K,Neutral White 4000K ,Cool White 5500K,Cool White 6500K,UVA (365 nm),Violet (385 nm),Violet (395 nm),Violet (405 nm),Deep Blue (436 nm),Royal Blue (453 nm),Dental Blue (460 nm),Cyan (500 nm),PC Lime,Green (517 nm),Amber (593 nm),PC Amber,Red (633 nm),Deep Red (660 nm),Far Red (740 nm),Infra Red (850 nm),Deep Infra Red (940 nm)
0.405,7.09E-05,3.86E-05,0.0001399,6.07E-05,0.000303142,0.00216876,0.036772705,0.073301233,0.266285979,0.001079873,0.000566607,0.000128303,0.000100184,9.25E-05,5.90E-05,3.21E-05,0,1.50E-05,6.79E-05,4.28E-05,0,0
0.406,0.000116157,3.86E-05,0.000113951,0.000117149,0.000410584,0.001987397,0.031664741,0.064368879,0.284413462,0.001202832,0.000568003,0.000174953,-5.80E-06,0.000107128,4.53E-05,4.84E-05,0,3.50E-05,4.56E-05,5.39E-05,0,0
0.407,-0.000067769,3.86E-05,9.19E-05,6.05E-05,0.000364708,0.001729256,0.02731865,0.056036542,0.297207461,0.001394091,0.000611233,0.000195938,8.38E-05,0.00012641,5.74E-05,2.99E-05,0,1.03E-06,-1.03E-05,-6.38E-06,0,0
0.408,4.04E-06,3.86E-05,8.50E-05,5.10E-05,0.000330844,0.001568519,0.02373648,0.048865639,0.297983671,0.001685346,0.000622902,0.000203596,0.000209579,0.000148016,6.07E-05,-1.24E-05,0,7.11E-06,-1.23E-05,-3.94E-05,0,0
0.409,3.54E-05,4.23E-05,0.000132523,0.000106984,0.000411051,0.001406581,0.020639017,0.042288351,0.291705954,0.001999938,0.000751755,0.00020358,0.000172039,0.000179942,6.85E-05,1.78E-05,0,1.67E-05,2.73E-05,-1.13E-05,0,0
0.41,-0.000022958,4.23E-05,0.000167895,0.000104072,0.000453605,0.001273426,0.017948145,0.036772705,0.275458397,0.002317177,0.000777606,0.000172435,-1.02E-05,0.000223253,5.11E-05,3.50E-05,0,2.92E-05,5.33E-05,-5.52E-06,0,0
0.411,6.66E-05,4.23E-05,0.000180216,0.00014803,0.000494543,0.001224815,0.015917725,0.031664741,0.254265955,0.002702718,0.000689992,0.000175147,7.43E-05,0.000264783,7.91E-05,4.44E-05,0,4.54E-05,7.02E-05,1.95E-05,0,0
0.412,0.000108644,4.23E-05,0.000215823,0.000193671,0.000550073,0.001124424,0.014055807,0.02731865,0.227628814,0.003296101,0.000675961,0.00021746,0.000120508,0.000302115,8.02E-05,3.81E-05,0,7.09E-05,5.69E-05,4.07E-05,0,0
0.413,6.83E-05,5.99E-05,0.00024182,0.00024712,0.000638549,0.001037669,0.012289335,0.02373648,0.199369074,0.004084626,0.000656809,0.000257946,0.000105567,0.000350383,7.53E-05,2.41E-05,0,5.28E-05,3.25E-05,4.94E-05,0,0
0.414,0.000114209,5.99E-05,0.000216954,0.000249028,0.000770149,0.000975023,0.010816434,0.020639017,0.172491823,0.004957835,0.000750648,0.00025523,0.000156948,0.000413355,5.61E-05,1.85E-05,0,-1.27E-05,-1.68E-05,-1.22E-05,0,0
0.415,0.000092623,8.21E-05,0.000286725,0.000298802,0.00092736,0.000926192,0.009456576,0.017948145,0.148601638,0.006168529,0.000863692,0.000317832,0.000142887,0.000491503,6.59E-05,2.28E-05,0,1.17E-05,-1.17E-05,-1.42E-05,0,0
0.416,0.000137682,0.000100503,0.000369168,0.000357181,0.001092113,0.000842477,0.008433107,0.015917725,0.12783693,0.007829737,0.000944177,0.000366343,0.000181349,0.000577572,0.000105815,2.43E-05,0,3.03E-05,5.19E-06,8.09E-06,0,0
0.417,0.000167801,0.000107228,0.000429555,0.000398555,0.001304545,0.000806673,0.007391649,0.014055807,0.110628126,0.009799419,0.000954411,0.00042935,0.000156685,0.000651544,0.000116062,2.02E-05,0,3.75E-05,1.48E-05,2.86E-05,0,0
0.418,0.000132218,0.000119526,0.000503166,0.000485647,0.001492679,0.000753452,0.006509375,0.012289335,0.095864657,0.012286246,0.000995346,0.000465139,0.000126844,0.000734181,7.51E-05,2.98E-05,0,3.41E-05,3.10E-05,2.64E-05,0,0
0.419,0.00016136,0.000141328,0.000634096,0.000595746,0.001708678,0.000695239,0.005730276,0.010816434,0.083877076,0.015326327,0.001079123,0.000528751,0.000141487,0.000831533,7.95E-05,4.29E-05,0,6.62E-05,3.97E-05,7.00E-06,0,0
0.42,0.000204617,0.000153803,0.000760483,0.000725055,0.002037981,0.000657368,0.005138678,0.009456576,0.073301233,0.019084083,0.001201997,0.000591182,0.000190151,0.000925584,0.000123309,4.86E-05,0,7.10E-05,1.99E-05,1.15E-05,0,0
0.421,0.000223667,0.000181979,0.000820144,0.000796115,0.002487449,0.000643486,0.004495339,0.008433107,0.064368879,0.02421656,0.001393123,0.000712787,0.000123684,0.001018739,0.000111561,2.46E-05,0,1.78E-05,1.07E-06,-4.74E-06,0,0
0.422,0.000298602,0.000200207,0.000937865,0.000964858,0.002760845,0.000628947,0.003983152,0.007391649,0.056036542,0.030295605,0.001684176,0.000851726,7.84E-05,0.001133115,0.000109745,3.34E-05,0,2.88E-05,3.04E-05,4.25E-05,0,0
0.423,0.000358279,0.000233523,0.001119426,0.001115728,0.003223273,0.000583176,0.003507912,0.006509375,0.048865639,0.037735135,0.00199855,0.001002492,0.000243355,0.001242582,0.000123577,3.57E-05,0,2.30E-05,3.84E-05,6.86E-05,0,0
0.424,0.00045298,0.00025282,0.001267772,0.001283395,0.003643589,0.00054563,0.003043893,0.005730276,0.042288351,0.046699314,0.002315569,0.001197069,0.000131374,0.001344117,0.000115722,4.43E-05,0,5.62E-05,6.68E-05,5.33E-05,0,0
0.425,0.000451308,0.000298278,0.001461577,0.001477524,0.004201088,0.000528203,0.002755871,0.005138678,0.036772705,0.056753406,0.002700842,0.001392497,0.00012413,0.001444527,8.26E-05,3.06E-05,0,4.70E-05,3.52E-05,3.26E-05,0,0
0.426,0.00048821,0.000315751,0.001684757,0.001718344,0.004815535,0.000505017,0.002514075,0.004495339,0.031664741,0.069047509,0.003293813,0.001636018,0.000221501,0.0015369,0.000100359,2.11E-05,0,4.03E-05,4.28E-06,2.80E-05,0,0
0.427,0.000575927,0.0003675,0.001858563,0.001895026,0.005538848,0.000497084,0.002261956,0.003983152,0.02731865,0.082912593,0.00408179,0.001970258,0.000185382,0.001638402,0.000105377,1.91E-05,0,7.48E-06,-1.51E-05,-6.65E-06,0,0
0.428,0.000615517,0.000394943,0.002154888,0.002226265,0.006281659,0.000466201,0.002001596,0.003507912,0.02373648,0.099129766,0.004954393,0.002331911,0.000112211,0.001733711,8.94E-05,3.80E-05,0,3.19E-05,1.44E-05,4.94E-05,0,0
0.429,0.000659981,0.000453804,0.002457088,0.00249357,0.007053717,0.00045959,0.001825174,0.003043893,0.020639017,0.116896286,0.006164248,0.002737453,0.000155484,0.001825644,0.000112735,2.09E-05,0,4.39E-05,1.56E-05,4.83E-05,0,0
0.43,0.000733625,0.000487629,0.002744443,0.002800956,0.008095338,0.000453968,0.001693373,0.002755871,0.017948145,0.135351788,0.007824302,0.003291643,0.000199643,0.001916482,0.00013276,7.97E-06,0,5.50E-05,1.46E-05,6.51E-05,0,0
0.431,0.000775792,0.00055207,0.003061614,0.003192412,0.00918154,0.000434695,0.001526658,0.002514075,0.015917725,0.153948509,0.009792617,0.003948846,0.000213542,0.001990481,0.000129985,9.27E-06,0,6.08E-05,5.52E-05,6.40E-05,0,0
0.432,0.000901777,0.000596802,0.003452256,0.003631382,0.010343515,0.000419934,0.00135165,0.002261956,0.014055807,0.172492862,0.012277718,0.004649581,0.000293891,0.002057788,0.00012113,2.10E-05,0,4.62E-05,8.32E-05,3.49E-05,0,0
0.433,0.000929219,0.000661315,0.00384157,0.004044745,0.011608224,0.000424208,0.001207632,0.002001596,0.012289335,0.189736452,0.015315688,0.005477552,0.000219163,0.002110116,0.000115679,4.91E-07,0,-8.72E-06,2.39E-05,-2.09E-05,0,0
0.434,0.001008352,0.000701522,0.004274667,0.004538218,0.012926033,0.000432004,0.001127011,0.001825174,0.010816434,0.202652807,0.019070836,0.006603956,0.00014358,0.00213896,0.000126128,1.01E-05,0,1.65E-05,6.62E-05,3.99E-05,0,0
0.435,0.001103348,0.000796676,0.004742605,0.004976285,0.014326253,0.0004273,0.001032799,0.001693373,0.009456576,0.211768901,0.024199751,0.007748399,0.000138224,0.002171432,0.000129133,1.03E-05,0,3.57E-05,5.33E-05,5.35E-05,0,0
0.436,0.001218691,0.000831242,0.005229381,0.00553601,0.015947497,0.000424721,0.000969613,0.001526658,0.008433107,0.212321973,0.030274576,0.009060072,0.000248116,0.002195212,0.000126646,2.14E-05,0,3.41E-05,4.36E-05,4.70E-05,0,0
0.437,0.00132878,0.000951359,0.00583053,0.006229389,0.017591839,0.000412047,0.000889091,0.00135165,0.007391649,0.207848918,0.037708942,0.010592091,0.000243031,0.002195762,0.00012719,4.21E-05,0,5.53E-05,6.39E-05,6.12E-05,0,0
0.438,0.00152569,0.0009933,0.006487584,0.006933927,0.019234751,0.000402288,0.000839574,0.001207632,0.006509375,0.196272065,0.046666899,0.012564933,0.000246633,0.002198847,0.000107461,2.47E-05,0,2.39E-05,2.18E-05,4.77E-05,0,0
0.439,0.001517676,0.001117553,0.007176214,0.007684991,0.02085606,0.000407249,0.000741027,0.001127011,0.005730276,0.181171837,0.056714012,0.014661274,0.000194828,0.002197609,0.00012708,3.39E-05,0,7.79E-06,2.20E-05,5.85E-05,0,0
0.44,0.001656901,0.001189584,0.007917561,0.008431266,0.022610926,0.000387302,0.000633963,0.001032799,0.005138678,0.162192105,0.068999581,0.017027151,0.000233782,0.002172244,0.000141575,1.63E-05,0,2.51E-05,1.65E-05,4.81E-05,0,0
0.441,0.001736193,0.001361992,0.008682352,0.009349758,0.02437948,0.000389455,0.000630892,0.000969613,0.004495339,0.142056225,0.082855041,0.019647975,0.000440012,0.002146435,0.000139608,6.86E-06,0,-8.56E-06,1.08E-05,2.27E-05,0,0
0.442,0.001809908,0.001501348,0.009566385,0.010308078,0.026011915,0.000410993,0.000615238,0.000889091,0.003983152,0.122905407,0.099060957,0.022734275,0.000353284,0.002132271,0.000153005,1.35E-05,0,4.03E-06,2.00E-05,1.06E-05,0,0
0.443,0.001899682,0.0016152,0.010420498,0.011436164,0.027765134,0.000347423,0.000587734,0.000839574,0.003507912,0.10588296,0.116815145,0.026263897,0.000228583,0.002094807,0.000169268,1.03E-05,0,2.53E-05,2.94E-05,3.45E-05,0,0
0.444,0.001953095,0.001728671,0.011344858,0.012708492,0.029336284,0.000342303,0.000591344,0.000741027,0.003043893,0.091087505,0.135257836,0.030154674,0.000293293,0.002035342,0.000144074,1.60E-05,0,2.07E-05,4.27E-05,6.42E-05,0,0
0.445,0.002092888,0.001981535,0.012251357,0.013927302,0.03091456,0.000340881,0.000568783,0.000633963,0.002755871,0.078825736,0.153841649,0.034564399,0.000212823,0.00199176,0.000129594,1.11E-05,0,1.11E-05,1.98E-05,4.73E-05,0,0
0.446,0.002174801,0.002091992,0.013200282,0.015274489,0.032057542,0.000358332,0.000525626,0.000630892,0.002514075,0.068306338,0.172373129,0.039785769,0.000275105,0.001945993,0.000101119,2.06E-05,0,1.95E-05,1.49E-05,6.00E-05,0,0
0.447,0.002232186,0.002349244,0.014048519,0.016820957,0.033020135,0.000335161,0.000487633,0.000615238,0.002261956,0.059764839,0.189604751,0.045469307,0.000427535,0.001869832,0.000112033,3.85E-05,0,5.51E-05,2.86E-05,6.90E-05,0,0
0.448,0.002310194,0.002488166,0.014790465,0.018232525,0.033530773,0.000298974,0.000442011,0.000587734,0.002001596,0.052229246,0.20251214,0.051849168,0.000432397,0.001764791,0.000157748,2.70E-05,0,4.61E-05,4.04E-05,5.50E-05,0,0
0.449,0.002340402,0.002742164,0.015398065,0.019643816,0.033795745,0.00030918,0.000446791,0.000591344,0.001825174,0.045864685,0.211621906,0.058858958,0.000434781,0.001664979,0.000166885,2.23E-05,0,3.66E-05,6.77E-05,0.000106636,0,0
0.45,0.00233259,0.002834623,0.015823467,0.020848973,0.033505624,0.00031073,0.000387473,0.000568783,0.001693373,0.039927655,0.212174595,0.066775903,0.000487261,0.00155083,0.000132555,2.32E-05,0,3.52E-05,5.28E-05,0.00011089,0,0
0.451,0.002218317,0.003048084,0.016082905,0.021937666,0.03289765,0.000305792,0.000381042,0.000525626,0.001526658,0.03481818,0.207704644,0.075323665,0.000486557,0.001417162,9.55E-05,2.08E-05,0,2.90E-05,2.76E-05,6.48E-05,0,0
0.452,0.002188412,0.00304944,0.01608984,0.022753201,0.031615484,0.000312404,0.000420001,0.000487633,0.00135165,0.030131672,0.196135827,0.084581989,0.000519178,0.001289805,0.000118549,1.02E-05,0,5.72E-06,2.78E-05,3.53E-05,0,0
0.453,0.002061445,0.003131185,0.015973257,0.023284583,0.029942013,0.000301482,0.000417385,0.000442011,0.001207632,0.026201614,0.181046081,0.093826399,0.000551167,0.001158362,0.000112745,5.97E-06,0,-7.60E-06,9.05E-07,6.35E-06,0,0
0.454,0.002011993,0.003073721,0.015670726,0.023661303,0.027951292,0.000288157,0.000395063,0.000446791,0.001127011,0.022562043,0.162079523,0.103021679,0.000568876,0.00102704,0.000111824,2.88E-05,0,3.27E-05,2.51E-05,3.85E-05,0,0
0.455,0.001838194,0.003010663,0.015106466,0.023616114,0.025497514,0.000260236,0.000382975,0.000387473,0.001032799,0.019465327,0.141957619,0.111921396,0.000599589,0.000913546,0.000120978,3.46E-05,0,6.31E-05,3.47E-05,5.71E-05,0,0
0.456,0.001705443,0.002954622,0.01444168,0.023006876,0.023116994,0.000257255,0.000369972,0.000381042,0.000969613,0.016912928,0.122820095,0.12004653,0.000632013,0.000807395,0.000140289,1.40E-05,0,1.85E-05,3.24E-05,2.32E-05,0,0
0.457,0.00157938,0.002771127,0.013863202,0.022250442,0.0208617,0.000241282,0.000285463,0.000420001,0.000889091,0.014705896,0.105809463,0.126999383,0.000759982,0.000718446,0.000159561,1.15E-05,0,4.16E-06,3.28E-05,2.45E-05,0,0
0.458,0.001434025,0.002660428,0.013154192,0.02122752,0.01865992,0.000233714,0.000296811,0.000417385,0.000839574,0.012788572,0.091024279,0.132355434,0.000818722,0.000647439,0.000140734,1.45E-05,0,3.88E-05,6.48E-05,4.12E-05,0,0
0.459,0.001313585,0.00245137,0.012384449,0.020174631,0.016447509,0.000243138,0.000322366,0.000395063,0.000741027,0.011341839,0.078771021,0.135776444,0.001006959,0.000593945,0.000138194,4.89E-06,0,4.39E-05,5.85E-05,4.28E-05,0,0
0.46,0.001212664,0.002416913,0.011642257,0.018936321,0.014931018,0.000242765,0.000324262,0.000382975,0.000633963,0.010015168,0.068258924,0.136688324,0.001094605,0.000546046,0.000143496,-4.09E-07,0,3.39E-05,3.02E-05,2.87E-05,0,0
0.461,0.001087377,0.00226822,0.010936052,0.017808398,0.01337419,0.000225547,0.000315301,0.000369972,0.000630892,0.008756506,0.059723355,0.136001269,0.001237425,0.000510844,0.000160586,8.93E-06,0,4.25E-05,6.79E-05,6.38E-05,0,0
0.462,0.000962567,0.002211026,0.010295148,0.01654281,0.012089955,0.000239305,0.000299454,0.000285463,0.000615238,0.007707021,0.052192992,0.132668921,0.001395797,0.000491516,0.00018272,1.42E-05,0,2.55E-05,5.32E-05,5.63E-06,0,0
0.463,0.000870859,0.002131999,0.009703497,0.015339272,0.010990143,0.00023267,0.000312101,0.000296811,0.000587734,0.006738084,0.045832849,0.128339981,0.001566711,0.000477389,0.000241065,2.94E-05,0,4.55E-05,5.12E-05,9.35E-06,0,0
0.464,0.000811696,0.002106864,0.00914731,0.014337246,0.010088379,0.000231796,0.000267351,0.000322366,0.000591344,0.006008833,0.03989994,0.122187254,0.001881701,0.000466654,0.000237747,3.07E-05,0,4.68E-05,5.15E-05,2.06E-05,0,0
0.465,0.000748542,0.002085655,0.008651865,0.013391799,0.00933889,0.000246865,0.000232347,0.000324262,0.000568783,0.005266763,0.034794011,0.115351079,0.002213868,0.000453172,0.000205906,3.17E-05,0,3.91E-05,5.94E-05,7.04E-05,0,0
0.466,0.000727476,0.002069377,0.008163031,0.012520341,0.008571435,0.000242094,0.000230076,0.000315301,0.000525626,0.004638118,0.030110757,0.107759786,0.002603452,0.000448509,0.000280902,2.28E-05,0,3.83E-05,8.01E-05,6.66E-05,0,0
0.467,0.000678565,0.002055141,0.007718299,0.011794372,0.008014383,0.000225412,0.000250638,0.000299454,0.000487633,0.004082987,0.026183427,0.100002557,0.002815277,0.000442663,0.000351905,2.76E-05,0,5.00E-05,7.93E-05,3.41E-05,0,0
0.468,0.000658861,0.00204856,0.007283507,0.01106133,0.007369111,0.000208935,0.000225248,0.000312101,0.000442011,0.003661456,0.022546382,0.092696514,0.003210934,0.000433835,0.000329015,1.06E-05,0,5.14E-05,6.46E-05,-1.12E-05,0,0
0.469,0.000665852,0.001985383,0.006982546,0.010445253,0.006802177,0.000203091,0.000239934,0.000267351,0.000446791,0.003203059,0.019451816,0.085786446,0.003769525,0.000424662,0.00034742,1.95E-06,0,1.48E-05,2.70E-05,-1.22E-05,0,0
0.47,0.000582571,0.0019908,0.00664656,0.009945121,0.00621225,0.000192437,0.00027777,0.000232347,0.000387473,0.002838111,0.016901188,0.079209297,0.004383649,0.000419573,0.000403016,4.46E-06,0,3.01E-05,4.42E-05,2.05E-06,0,0
0.471,0.000570825,0.001930248,0.006282709,0.009443884,0.005760268,0.000187651,0.000273121,0.000230076,0.000381042,0.002499489,0.014695688,0.073025442,0.005025527,0.00041671,0.000471176,1.75E-05,0,6.65E-05,7.42E-05,5.04E-05,0,0
0.472,0.000512287,0.001907197,0.005983334,0.008985628,0.005275126,0.000189866,0.000276045,0.000250638,0.000420001,0.002168861,0.012779695,0.067471235,0.00584907,0.000416166,0.000488734,1.96E-05,0,4.65E-05,8.76E-05,5.69E-05,0,0
0.473,0.000477191,0.001833088,0.005656384,0.008440319,0.004811658,0.000201023,0.000236475,0.000225248,0.000417385,0.001963637,0.011333966,0.062377047,0.006379784,0.000422021,0.0005554,2.30E-05,0,1.55E-05,7.45E-05,6.41E-05,0,0
